rank,project_name,project_code,legacy_ocms_code,State,agency,original_cost,revised_cost,expenditure,physical_progress,cost_overrun_percent,schedule_change_months,expenditure_progress_gap,cost_risk,schedule_risk,progress_risk,financial_risk,rule_based_score,ml_score,final_risk_score,risk_level,risk_reasons
1547,"Construction of Bypass at Kuknoor, Yelburga, Gajendragada of Bhanapur Gaddanakeri section of NH-367 in the State of Karnataka under NHO on EPC mode under Annual Plan 2022-23. NH-367-KNT-2022-23-973 dated 08.02.2023",MoRTH,618028,Karnataka,MoRTH,333.96,333.96,40.61,20.0,0.0,0.0,-7.839861061204933,0,0,100,0,25.0,1.2815324,15.512612998485565,LOW,Low physical progress
1548,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,NIT Sikkim,612883,Sikkim,NIT Sikkim,685.76,610.76,283.56,34.5,-10.936770881941204,-14.0,11.927401925469908,0,0,75,40,24.75,1.6550591,15.512023663520813,LOW,Low physical progress
1549,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150 Deurikuchi Length8.25Km on NH-427 in the state of Assam under EPC ModeJob No.427/AS/2022-23/245,MoRTH,618034,Assam,MoRTH,173.65,173.65,8.07,20.0,0.0,0.0,-15.352720990498128,0,0,100,0,25.0,1.2576929,15.503077208995819,LOW,Low physical progress
1550,Construction of Chintamani Bypass from Design Ch.0000 Existing Ch.428880 to Design Ch.15400 Existing Ch.444010 on NH-69 in the State of Karnataka in EPC Mode under NHO Annual Plan 2022-23. NH-69-KNT-2022-23-989 dated 24.03.2023,MoRTH,617951,Karnataka,MoRTH,314.55,314.55,0.0,0.0,0.0,0.0,0.0,0,0,100,0,25.0,1.2498147,15.499925911426544,LOW,Low physical progress
1551,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar campuses of AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,617883,Delhi,PMSSY AND Institute of NATIONAL Importance,4441.0,4441.0,24.68,61.0,0.0,,-60.444269308714254,0,50,40,0,25.0,1.2461355,15.498454183340073,LOW,No major rule-based risk indicator detected
1552,4-Laning of chhimluang-Kolasib from section pkg-4 of NH-306 & NH-6 existing chainage km 59700 to km 86000 design chainage km 61000 to km 77500 on Silchar- vairengte-sairang road in the state of Mizoram under Bharatmala Pariyojna on EPC mode Vairengte - Sairang Pkg-4,NHIDCL,618317,Mizoram,NHIDCL,561.91,561.91,0.0,17.12,0.0,-1.0,-17.12,0,0,100,0,25.0,1.2215668,15.488626718521118,LOW,Low physical progress
1553,"Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM",MoRTH,618162,Uttar Pradesh,MoRTH,2008.7,2008.7,0.0,5.0,0.0,0.0,-5.0,0,0,100,0,25.0,1.2021587,15.480863481760025,LOW,Low physical progress
1554,HURA C OCP,ECL - CIL,400018,Jharkhand,ECL - CIL,859.41,859.41,455.25,63.22,0.0,,-10.247611966349004,0,50,40,0,25.0,1.1790353,15.471614122390747,LOW,No major rule-based risk indicator detected
1555,AMALGAMATED DHANKASA & JAMUNIA,Western Coalfields Limited [WCL],615185,Madhya Pradesh,Western Coalfields Limited [WCL],399.2,399.2,100.03,67.13,0.0,,-42.07238476953907,0,50,40,0,25.0,1.1745214,15.469808578491211,LOW,No major rule-based risk indicator detected
1556,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts",MinistryofPetroleumNaturalGas,709771,Maharashtra,MinistryofPetroleumNaturalGas,865.0,865.0,78.67,3.4,0.0,0.0,5.694797687861271,0,0,100,0,25.0,1.1627567,15.465102672576904,LOW,Low physical progress
1557,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",MoRTH,618203,"Jammu and
Kashmir",MoRTH,980.21,980.21,0.27,50.01,0.0,,-49.982454882117096,0,50,40,0,25.0,1.1367297,15.454691886901855,LOW,No major rule-based risk indicator detected
1558,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH- 13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,NHIDCL,618445,Arunachal Pradesh,NHIDCL,353.9,353.9,0.0,17.91,0.0,0.0,-17.91,0,0,100,0,25.0,1.097939,15.439175605773926,LOW,Low physical progress
1559,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-4,NHIDCL,618384,Mizoram,NHIDCL,899.45,899.45,191.59,99.88,0.0,24.0,-78.57920506976485,0,75,0,0,22.5,4.8444786,15.437791466712952,LOW,Schedule delay above 6 months
1560,Reconstruction and widening to 2 lane with paved shoulder from existing chainage km 102000 to km 134950 Design chainage km 90150 to km 116980 including construction of Naushera Tunnel Total length of tunnel 0.700 km under 31 TF on Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-V Job no NH-144A-J&K-2020-21-104,MoRTH,618220,"Jammu and
Kashmir",MoRTH,642.24,572.51,0.0,100.0,-10.85731190832088,20.0,-100.0,0,75,0,0,22.5,4.811104,15.424441576004028,LOW,Schedule delay above 6 months
1561,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,NHIDCL,1338.61,1338.61,0.0,12.45,0.0,0.0,-12.45,0,0,100,0,25.0,1.0001972,15.400078862905502,LOW,Low physical progress
1562,4-Laning of Vairengte - Chhimluang section Package-3 of NH-306 from Existing Chainage km 43000 to Km 59700 Design Chainage km 46000 to km 60850 on Silchar - Vairengte- Sairang road in the State of Mizoram under Bharatmala Pariyojna under NHO-NE. Package-1&2 in Assam state,NHIDCL,618316,Mizoram,NHIDCL,491.39,491.39,32.46,17.86,0.0,-1.0,-11.25424896721545,0,0,100,0,25.0,0.95047325,15.380189299583435,LOW,Low physical progress
1563,Mayjilar Jaisalmer with Jaisalmer Bypass Link Road Section of NH-11 Part of BM-7 & Sundra Myajilar Ambsingh ki Dhani Road part of Munabao Tanot project NH-70,National Highways Authority of India [NHAI],618797,Rajasthan,National Highways Authority of India [NHAI],1237.71,927.02,0.54,5.6,-25.102002892438456,0.0,-5.541748829582964,0,0,100,0,25.0,0.9396237,15.375849485397339,LOW,Low physical progress
1564,4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch. 134.549,National Highways Authority of India [NHAI],618671,Madhya Pradesh,National Highways Authority of India [NHAI],618.33,342.69,5.01,5.08,-44.57813788753578,0.0,-3.6180372931804254,0,0,100,0,25.0,0.9164257,15.36657029390335,LOW,Low physical progress
1565,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,SECR,709819,Chhattisgarh,SECR,167.64,167.64,20.13,8.0,0.0,0.0,4.007874015748033,0,0,100,0,25.0,0.9129074,15.365162968635559,LOW,Low physical progress
1566,construction or By-pass road on NH-26 for Nabrangpur Town,MoRTH,617902,Odisha,MoRTH,168.95,168.95,7.84,21.0,0.0,0.0,-16.35957383841373,0,0,100,0,25.0,0.9061115,15.36244460940361,LOW,Low physical progress
1567,Road Safety Improvement of existing four lane section of Dehradun-Lal Tappar-Nepali Farm Section of NH-7 and Nepali Farm-Motichur NH-34 on EPC Mode in Uttarakhand under NHO.,NHAI,619294,Uttarakhand,NHAI,720.67,388.19,1.6,1.0,-46.13484673983931,0.0,-0.587830701460625,0,0,100,0,25.0,0.8459331,15.338373243808746,LOW,Low physical progress
1568,Construction of additional 3-Lane Bridge over River Ganga for connection between Buxar and Bharauli on NH-922 in the State of Uttar Pradesh and Bihar on Hybrid Annuity Mode,National Highways Authority of India [NHAI],618882,"Multi-States
(Bihar, Uttar
Pradesh)",National Highways Authority of India [NHAI],531.61,444.92,18.86,15.51,-16.307067210925304,0.0,-11.271035691809765,0,0,100,0,25.0,0.8417235,15.336689412593842,LOW,Low physical progress
1569,4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23],SECR,709816,Chhattisgarh,SECR,177.34,177.34,1.91,7.0,0.0,0.0,-5.9229728205706555,0,0,100,0,25.0,0.8392056,15.33568224310875,LOW,Low physical progress
1570,Binnaguri Bypass-Descoped portion of Ghoshpukur-Dhupguri Section of NH-31Dpkg-1,National Highways Authority of India [NHAI],618572,West Bengal,National Highways Authority of India [NHAI],309.99,306.02,0.4,1.07,-1.2806864737572266,0.0,-0.9392895889157572,0,0,100,0,25.0,0.83650565,15.334602266550064,LOW,Low physical progress
1571,Katihar Kumedpur & Katihar Mukuria BG Doubling Project,Northeast Frontier Railway [NFR],617245,"Multi-States
(Bihar, West
Bengal)",Northeast Frontier Railway [NFR],942.64,942.64,611.19,65.0,0.0,6.0,-0.1618857676313325,0,25,40,0,17.5,12.005245,15.302098274230957,LOW,No major rule-based risk indicator detected
1572,Petlad Bhadran 23 Kms,Western Railway,611945,Gujarat,Western Railway,307.11,307.11,18.9,17.0,0.0,0.0,-10.845853277327343,0,0,100,0,25.0,0.7477859,15.299114376306534,LOW,Low physical progress
1573,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,616615,Bihar,National Mission for Clean Ganga,230.06,230.06,261.82,97.0,0.0,8.0,16.805094323220032,0,50,0,40,21.0,6.7360153,15.294406270980835,LOW,Schedule delay above 6 months | Expenditure exceeds revised project cost
1574,Widening and Strengthening to 2LPS including LA from km 318.970 to 353.450 Balikuda-Mulkani Section of NH-55 under NHO in Annual Plan 2022-23 in the State of Odisha. Job No. NH-55-OD-2022-23-656,MoRTH,617920,Odisha,MoRTH,511.54,511.54,0.0,3.0,0.0,0.0,-3.0,0,0,100,0,25.0,0.7315399,15.292615979909897,LOW,Low physical progress
1575,"4-Laning of Sethawn - N. Kawnpui section Package-6 of NH-6 from Existing Chainage km 107850 to km 126315 Design Chainage km 95500 to km 111850 on Silchar- Vairengte- Sairang road, Vairengte - Sairang Pkg-6",NHIDCL,618319,Mizoram,NHIDCL,595.65,595.65,21.02,6.72,0.0,-1.0,-3.191082011248215,0,0,100,0,25.0,0.7258244,15.290329784154892,LOW,Low physical progress
1576,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",MoRTH,618158,Madhya Pradesh,MoRTH,416.96,416.96,0.0,13.11,0.0,0.0,-13.11,0,0,100,0,25.0,0.7225574,15.289022982120514,LOW,Low physical progress
1577,Construction of additional major Bridge with 4- lane configuration of length 1.48 km on NH-60 NH-14 over River Kangshabati from Km. 117.770 to Km 119.250 and additional major Bridge with 4- lane configuration of length 0.900 km on NH-60 NH- 14 over River Shilabati from Km. 173.220 to Km 174.120 in the district of Paschim Medinipur of West Bengal under Annual Plan for FY 2023-24 on EPC mode. Job No 014-W8-2023-24/527 .,MoRTH,617893,West Bengal,MoRTH,304.83,304.83,0.0,0.0,0.0,0.0,0.0,0,0,100,0,25.0,0.70951384,15.283805549144745,LOW,Low physical progress
1578,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",MoRTH,618016,Chhattisgarh,MoRTH,397.44,397.44,18.97,10.22,0.0,0.0,-5.446952495974236,0,0,100,0,25.0,0.70757616,15.283030480146408,LOW,Low physical progress
1579,4 Lane of CG/JH Border-Gumla from km 0.000 to km 32.370 of NH-43 in the State of Jhrkhand,National Highways Authority of India [NHAI],618641,Jharkhand,National Highways Authority of India [NHAI],1325.8,1325.8,13.83,1.0,0.0,0.0,0.0431437622567505,0,0,100,0,25.0,0.6881141,15.275245636701584,LOW,Low physical progress
1580,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode.,MoRTH,618117,Rajasthan,MoRTH,154.89,154.89,11.94,23.0,0.0,0.0,-15.291303505713731,0,0,100,0,25.0,0.6870773,15.274830907583237,LOW,Low physical progress
1581,Aroor-Thuravoor Thekku,National Highways Authority of India [NHAI],618604,Kerala,National Highways Authority of India [NHAI],2429.52,2382.83,1760.92,83.93,-1.921778787579442,11.0,-10.029637825610736,0,50,0,0,15.0,15.685892,15.274356842041016,LOW,Schedule delay above 6 months
1582,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,Steel Authority of India Limited [SAIL],617248,West Bengal,Steel Authority of India Limited [SAIL],227.96,227.96,75.66,66.37,0.0,,-33.17996666081769,0,50,40,0,25.0,0.6803809,15.272152364253998,LOW,No major rule-based risk indicator detected
1583,Khavda IVA Power Transmission Limited,Adani Transmission Limited,619049,Gujarat,Adani Transmission Limited,4500.0,4500.0,2263.7,58.0,0.0,,-7.695555555555558,0,50,40,0,25.0,0.67879385,15.271517544984818,LOW,No major rule-based risk indicator detected
1584,Vijaywada-Gudur 3rd Line,RVNL - II,705648,Andhra Pradesh,RVNL - II,6654.0,6654.0,6170.32,96.0,0.0,16.0,-3.2690111211301485,0,75,0,0,22.5,4.4247375,15.26989495754242,LOW,Schedule delay above 6 months
1585,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,MoRTH,618243,Uttar Pradesh,MoRTH,1138.72,1138.72,0.0,27.0,0.0,0.0,-27.0,0,0,75,0,18.75,10.025745,15.260298252105713,LOW,Low physical progress
1586,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,South Eastern Railway - JH,617345,West Bengal,South Eastern Railway - JH,226.87,226.87,86.69,50.0,0.0,,-11.78868955789659,0,50,40,0,25.0,0.64112407,15.25644963979721,LOW,No major rule-based risk indicator detected
1587,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,709811,Odisha,East Coast Railway [ECoR] - II,190.0,189.93,3.4,5.0,-0.0368421052631543,0.0,-3.209866793029011,0,0,100,0,25.0,0.6336862,15.253474473953247,LOW,Low physical progress
1588,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",MinistryofPetroleumNaturalGas,709772,West Bengal,MinistryofPetroleumNaturalGas,609.0,609.0,62.42,2.8,0.0,0.0,7.4495894909688,0,0,100,0,25.0,0.62073547,15.248294189572334,LOW,Low physical progress
1589,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 250.00 Lunglei to km 298.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-6,NHIDCL,618381,Mizoram,NHIDCL,768.76,768.76,168.78,98.73,0.0,23.0,-76.77516364014778,0,75,0,0,22.5,4.333659,15.233463644981384,LOW,Schedule delay above 6 months
1590,"Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no. 715/AS/2020-21/213",MoRTH,618160,Assam,MoRTH,1019.17,1019.17,0.0,1.82,0.0,0.0,-1.82,0,0,100,0,25.0,0.5740724,15.229628965258598,LOW,Low physical progress
1591,Rehabilitation and Up gradation of Charthana Jintur Section of NH 752 I Km 25100 to 47100 to 2 Lane with Paved Shoulder configuration Flexible Pavement in the state of Maharashtra on EPC mode. Reg- Resubmission of Annual Plan Estimate.,MoRTH,619008,Maharashtra,MoRTH,157.69,157.69,0.0,0.0,0.0,-12.0,0.0,0,0,100,0,25.0,0.57228047,15.228912189602852,LOW,Low physical progress
1592,Samlaya Timba Road 54 km,PCE/WR,611970,Gujarat,PCE/WR,670.17,670.17,45.86,12.0,0.0,0.0,-5.156960174284137,0,0,100,0,25.0,0.57107115,15.228428468108177,LOW,Low physical progress
1593,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,MoRTH,618247,Uttar Pradesh,MoRTH,1708.62,1708.62,0.0,2.0,0.0,0.0,-2.0,0,0,100,0,25.0,0.52917176,15.211668714880943,LOW,Low physical progress
1594,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,MoRTH,617950,Karnataka,MoRTH,204.42,204.42,0.0,0.0,0.0,0.0,0.0,0,0,100,0,25.0,0.5210221,15.208408832550049,LOW,Low physical progress
1595,Additional works under BM1 to ensure road safety under 6L of Bengaluru Mysuru Access control with close toll from Km.17.300 to Km.136.300 of NH-275,National Highways Authority of India [NHAI],618707,Karnataka,National Highways Authority of India [NHAI],738.37,738.37,14.27,5.63,0.0,0.0,-3.697364600403592,0,0,100,0,25.0,0.5111423,15.20445692539215,LOW,Low physical progress
1596,Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3,NHIDCL,618368,Tripura,NHIDCL,670.9,670.9,0.0,14.0,0.0,0.0,-14.0,0,0,100,0,25.0,0.5025158,15.201006323099136,LOW,Low physical progress
1597,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",NHIDCL,618417,Tripura,NHIDCL,2026.05,2026.05,292.55,9.2,0.0,0.0,5.239426470225318,0,0,100,0,25.0,0.47063082,15.188252329826355,LOW,Low physical progress
1598,AMALGAMATED INDER-KAMPTEE DEEP,Western Coalfields Limited [WCL],616050,Maharashtra,Western Coalfields Limited [WCL],235.9,235.9,127.42,98.97,0.0,24.0,-44.955587113183554,0,75,0,0,22.5,4.2200933,15.188037276268005,LOW,Schedule delay above 6 months
1599,4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km,National Highways Authority of India [NHAI],618736,Jharkhand,National Highways Authority of India [NHAI],936.26,832.2,281.39,43.21,-11.114434024736711,0.0,-9.397214611872151,0,0,75,0,18.75,9.835025,15.184010028839111,LOW,Low physical progress
1600,Construction of New BG line between Hassan to Belur [27 Km],South Western Railway [SWR] - II,400023,Karnataka,South Western Railway [SWR] - II,749.0,749.0,0.94,0.3,0.0,-12.0,-0.1744993324432577,0,0,100,0,25.0,0.4511829,15.180473163723946,LOW,Low physical progress
1601,Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to two lane with paved shoulders in the state of Madhya Pradesh on EPC mode,MoRTH,618021,Madhya Pradesh,MoRTH,425.97,425.97,0.0,19.31,0.0,0.0,-19.31,0,0,100,0,25.0,0.44397846,15.177591383457184,LOW,Low physical progress
